Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA single nuclei brain specificity"	"RNA single nuclei brain distribution"	"RNA single nuclei brain specificity score"	"RNA single nuclei brain specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Cancer prognostics - Bladder Urothelial Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (validation)"	"Cancer prognostics - Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (validation)"	"Cancer prognostics - Glioblastoma Multiforme (TCGA)"	"Cancer prognostics - Glioblastoma Multiforme (validation)"	"Cancer prognostics - Head and Neck Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Chromophobe (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (validation)"	"Cancer prognostics - Kidney Renal Papillary Cell Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (validation)"	"Cancer prognostics - Lung Adenocarcinoma (TCGA)"	"Cancer prognostics - Lung Adenocarcinoma (validation)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (validation)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (TCGA)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (validation)"	"Cancer prognostics - Pancreatic Adenocarcinoma (TCGA)"	"Cancer prognostics - Pancreatic Adenocarcinoma (validation)"	"Cancer prognostics - Prostate Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (validation)"	"Cancer prognostics - Skin Cuteneous Melanoma (TCGA)"	"Cancer prognostics - Stomach Adenocarcinoma (TCGA)"	"Cancer prognostics - Testicular Germ Cell Tumor (TCGA)"	"Cancer prognostics - Thyroid Carcinoma (TCGA)"	"Cancer prognostics - Uterine Corpus Endometrial Carcinoma (TCGA)"
DPEP2		ENSG00000167261	"Dipeptidase 2"	Q9H4A9	16	67987394-68000586	"Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins"	"Lipid metabolism"	"Dipeptidase, Hydrolase, Metalloprotease, Protease"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"bone marrow: 23.0;lymphoid tissue: 27.9"	"Cell type enhanced"	"Detected in many"		"Hofbauer cells: 43.1;Kupffer cells: 44.9;Langerhans cells: 27.3;Macrophages: 27.9;monocytes: 71.8;Syncytiotrophoblasts: 67.2"	"Group enriched"	"Detected in some"	8	"central nervous system macrophage: 38.2;endothelial cell: 32.1;leukocyte: 37.5"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Group enriched"	"Detected in all"	4	"basophil: 411.4;eosinophil: 844.3;neutrophil: 361.3"	"Lineage enriched"	"Detected in all"	7	"granulocytes: 844.3"	"Cancer enriched"	"Detected in some"	5	"Leukemia: 6.0"	"Spleen - Neutrophils"	"Not detected"	"Not detected"			"Region enhanced"	"Detected in many"		"midbrain: 16.6"	HPA035644	Approved						NA	NA		200000000	"Cluster 36: Eosinophils - Protein ubiquitination"	"Cluster 70: Lymphoid tissue - Immune response"	"Cluster 20: Macrophages & Microglia - Immune response"	"Cluster 14: Myeloid leukemia - Innate immune response"	"Cluster 58: Macrophages - Innate immune response"				"HPA035644: AB_10670164"	"unprognostic (3.12e-2)"	"unprognostic (3.05e-1)"	"unprognostic (5.79e-2)"	"potential prognostic favorable (1.51e-5)"	"unprognostic (1.10e-1)"	"unprognostic (6.23e-2)"	"unprognostic (8.54e-2)"	"unprognostic (7.18e-2)"	"unprognostic (4.59e-2)"	"unprognostic (3.11e-1)"	"unprognostic (4.26e-3)"	"unprognostic (1.69e-2)"	"potential prognostic favorable (2.51e-4)"	"unprognostic (1.87e-1)"	"unprognostic (4.33e-2)"	"potential prognostic favorable (3.35e-4)"	"unprognostic (9.35e-2)"	"unprognostic (8.10e-2)"	"unprognostic (6.43e-2)"	"unprognostic (1.66e-1)"	"unprognostic (9.04e-2)"	"unprognostic (1.88e-2)"	"unprognostic (2.18e-1)"	"unprognostic (8.41e-2)"	"unprognostic (1.01e-1)"	"unprognostic (3.52e-2)"	"unprognostic (7.97e-2)"	"unprognostic (3.30e-2)"	"unprognostic (1.97e-3)"	"unprognostic (4.51e-2)"	"unprognostic (1.32e-1)"
DSC2	"CDHF2, DSC3"	ENSG00000134755	"Desmocollin 2"	Q02487	18	31058840-31102522	"Disease related genes, Human disease related genes, Plasma proteins, Predicted membrane proteins"	"Cell adhesion"		"Cardiomyopathy, Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"esophagus: 165.7;vagina: 94.4"	"Cell type enhanced"	"Detected in many"		"Basal keratinocytes: 467.2;Distal enterocytes: 308.6;Squamous epithelial cells: 821.6;Suprabasal keratinocytes: 1501.7"	"Cell type enhanced"	"Detected in many"		"central nervous system macrophage: 26.9"	"Cancer enhanced"	"Detected in all"		"Head and Neck Squamous Cell Carcinoma (TCGA): 142.2"	"Low region specificity"	"Detected in all"			"Group enriched"	"Detected in some"	9	"eosinophil: 29.9;neutrophil: 8.4"	"Lineage enriched"	"Detected in many"	14	"granulocytes: 29.9"	"Low cancer specificity"	"Detected in many"			"Prostate - Prostate glandular cells, Skin - Outer root sheath cells, Stomach - Gastric mucous cells"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			"HPA011911, HPA012615"	Enhanced		Supported	"Endoplasmic reticulum,Plasma membrane"			NA	NA		24000000	"Cluster 36: Eosinophils - Protein ubiquitination"	"Cluster 75: Epithelium - Extracellular exosomes"	"Cluster 39: Astrocytes - Mixed function"	"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 59: Suprabasal keratinocytes - Cornification"	9	"Plasma membrane"	"Endoplasmic reticulum"	"HPA011911: AB_1847618, HPA012615: AB_1847619"	"unprognostic (1.77e-2)"	"unprognostic (1.48e-2)"	"unprognostic (3.79e-1)"	"unprognostic (1.95e-1)"	"validated prognostic favorable (6.39e-4)"	"validated prognostic favorable (6.93e-4)"	"unprognostic (5.42e-2)"	"unprognostic (2.80e-1)"	"unprognostic (5.56e-2)"	"unprognostic (1.23e-2)"	"potential prognostic favorable (3.24e-4)"	"unprognostic (1.17e-2)"	"unprognostic (1.02e-2)"	"unprognostic (6.58e-3)"	"potential prognostic unfavorable (3.82e-4)"	"potential prognostic unfavorable (1.05e-4)"	"unprognostic (1.28e-2)"	"unprognostic (8.34e-2)"	"unprognostic (1.85e-1)"	"unprognostic (1.59e-1)"	"unprognostic (1.12e-1)"	"unprognostic (2.92e-3)"	"unprognostic (5.03e-3)"	"unprognostic (2.26e-1)"	"unprognostic (1.21e-1)"	"unprognostic (5.45e-2)"	"unprognostic (5.65e-2)"	"unprognostic (3.54e-1)"	"unprognostic (1.46e-1)"	"unprognostic (1.44e-1)"	"unprognostic (7.58e-2)"
DUSP1	"CL100, HVH1, MKP-1, PTPN10"	ENSG00000120129	"Dual specificity phosphatase 1"	P28562	5	172768096-172771195	"Cancer-related genes, Enzymes, Predicted intracellular proteins"	"Cell cycle, Stress response"	"Hydrolase, Protein phosphatase"	"Cancer-related genes"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in all"		"monocytes: 4400.4"	"Cell type enhanced"	"Detected in all"		"endothelial cell: 653.9;vascular associated smooth muscle cell: 402.9"	"Cancer enhanced"	"Detected in all"		"Kidney Renal Clear Cell Carcinoma (TCGA): 762.3"	"Low region specificity"	"Detected in all"			"Immune cell enriched"	"Detected in all"	5	"neutrophil: 7452.7"	"Lineage enriched"	"Detected in all"	9	"granulocytes: 7452.7"	"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA069577			Approved	Nucleoli,Cytosol			NA	Yes			"Cluster 35: Neutrophils - Protein binding"	"Cluster 41: Smooth muscle tissue - ECM organization"	"Cluster 12: Non-specific - Vasculature"	"Cluster 72: Neuronal - Signal transduction"	"Cluster 80: Non-specific - Transcription"	18	Nucleoli	Cytosol	"HPA069577: AB_2686156"	"unprognostic (2.41e-2)"	"unprognostic (1.47e-1)"	"unprognostic (4.00e-2)"	"unprognostic (7.88e-2)"	"unprognostic (1.83e-2)"	"unprognostic (5.00e-2)"	"unprognostic (1.18e-1)"	"unprognostic (2.63e-3)"	"unprognostic (1.65e-2)"	"unprognostic (9.76e-2)"	"potential prognostic favorable (3.64e-4)"	"unprognostic (2.80e-2)"	"unprognostic (2.79e-1)"	"unprognostic (8.45e-2)"	"unprognostic (1.71e-2)"	"unprognostic (8.15e-2)"	"unprognostic (1.51e-1)"	"unprognostic (5.89e-3)"	"unprognostic (3.48e-1)"	"unprognostic (3.89e-3)"	"unprognostic (2.55e-1)"	"unprognostic (2.44e-1)"	"unprognostic (1.10e-2)"	"unprognostic (5.86e-2)"	"unprognostic (1.60e-1)"	"unprognostic (1.11e-3)"	"unprognostic (2.20e-1)"	"potential prognostic unfavorable (1.22e-5)"	"unprognostic (1.59e-1)"	"unprognostic (1.35e-2)"	"unprognostic (1.39e-1)"
DUSP13	"BEDP, DUSP13A, DUSP13B, FLJ32450, MDSP, TMDP"	ENSG00000079393	"Dual specificity phosphatase 13"	"Q6B8I1, Q9UII6"	10	75094432-75109221	"Enzymes, Predicted intracellular proteins, Predicted membrane proteins"		"Hydrolase, Protein phosphatase"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"skeletal muscle: 248.0;testis: 52.0;tongue: 107.1"	"Cell type enhanced"	"Detected in some"		"Early spermatids: 418.0;Late spermatids: 165.3;Skeletal myocytes: 94.7"	"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Lung Adenocarcinoma (TCGA): 2.1"	"Region enhanced"	"Detected in single"		"pons: 3.2"	"Immune cell enriched"	"Detected in single"	14	"neutrophil: 1.4"	"Lineage enriched"	"Detected in single"	14	"granulocytes: 1.4"	"Cancer enhanced"	"Detected in some"		"Sarcoma: 3.6"	"Testis - Early spermatids, Testis - Late spermatids"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"										NA	NA				"Cluster 2: Skeletal muscle - Striated muscle contraction"	"Cluster 41: Monoamines - Neurotransmitter signalling"	"Cluster 33: Sarcoma - Muscle contraction"	"Cluster 13: Spermatids - Transcription"	14						"unprognostic (1.62e-1)"						"unprognostic (1.13e-3)"							"unprognostic (1.46e-1)"															
DUSP14	"MKP-L, MKP6"	ENSG00000276023	"Dual specificity phosphatase 14"	O95147	17	37489891-37513501	"Cancer-related genes, Enzymes, Plasma proteins, Predicted intracellular proteins"		"Hydrolase, Protein phosphatase"	"Cancer-related genes"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"skin 1: 42.7"	"Cell type enhanced"	"Detected in many"		"Basal keratinocytes: 116.8;Cytotrophoblasts: 167.4"	"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in some"		"neutrophil: 1.6"	"Low lineage specificity"	"Detected in single"			"Group enriched"	"Detected in many"	8	"Bile duct cancer: 40.2;testis cancer: 23.0"	"Thyroid gland - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA019911	Approved		Approved	Nucleoplasm,Cytosol			NA	Yes		31000	"Cluster 35: Neutrophils - Protein binding"	"Cluster 21: Testis - Unknown function"	"Cluster 23: Choroid plexus - Mixed function"	"Cluster 30: Non-specific - Gene expression regulation"	"Cluster 37: Glandular & Luminal cells - Unknown function"	31	"Nucleoplasm, Cytosol"		"HPA019911: AB_1847888"	"unprognostic (4.29e-2)"	"unprognostic (8.47e-2)"	"unprognostic (5.21e-1)"	"unprognostic (1.35e-1)"	"unprognostic (8.64e-2)"	"unprognostic (4.30e-2)"	"unprognostic (1.89e-2)"		"unprognostic (1.39e-1)"	"unprognostic (1.65e-2)"	"potential prognostic unfavorable (1.47e-4)"	"unprognostic (8.37e-2)"	"unprognostic (3.52e-2)"	"unprognostic (1.25e-3)"	"potential prognostic unfavorable (8.11e-4)"	"unprognostic (4.49e-1)"	"unprognostic (2.94e-2)"	"potential prognostic favorable (8.45e-5)"	"unprognostic (2.53e-1)"			"unprognostic (1.92e-2)"		"unprognostic (1.52e-1)"	"unprognostic (1.02e-1)"	"unprognostic (2.74e-2)"	"unprognostic (1.42e-1)"		"unprognostic (7.89e-2)"	"unprognostic (1.26e-1)"	"unprognostic (1.55e-1)"
DYNC1I1	"DNCI1, DNCIC1"	ENSG00000158560	"Dynein cytoplasmic 1 intermediate chain 1"	O14576	7	95772506-96110322	"Predicted intracellular proteins"	Transport	"Motor protein"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"brain: 64.6"	"Cell type enhanced"	"Detected in many"		"Excitatory neurons: 442.1;Inhibitory neurons: 358.2;Oligodendrocyte precursor cells: 85.4;Oligodendrocytes: 199.0"	"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in single"		"neutrophil: 1.4"	"Low lineage specificity"	"Detected in single"			"Low cancer specificity"	"Detected in many"			"Adipose subcutaneous - Smooth muscle cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA061689	Enhanced	Supported					NA	NA			"Cluster 35: Neutrophils - Protein binding"	"Cluster 28: Neuronal - Transcription"	"Cluster 1: Neurons - Mixed function"	"Cluster 10: Ciliated cells - Ion channel activity"	"Cluster 34: Neurons - Neuronal signaling"	25			"HPA061689: AB_2684586"	"unprognostic (1.51e-1)"	"unprognostic (1.35e-1)"	"unprognostic (1.84e-1)"	"unprognostic (3.16e-2)"	"unprognostic (1.62e-2)"	"unprognostic (2.86e-2)"	"unprognostic (9.78e-2)"	"unprognostic (1.21e-2)"	"potential prognostic unfavorable (4.88e-4)"		"unprognostic (2.03e-2)"	"unprognostic (3.68e-3)"	"unprognostic (4.64e-2)"	"unprognostic (1.05e-1)"	"unprognostic (1.74e-3)"	"unprognostic (3.94e-1)"	"unprognostic (3.39e-1)"	"unprognostic (1.23e-1)"	"unprognostic (3.82e-2)"	"unprognostic (3.01e-1)"		"unprognostic (7.24e-3)"	"unprognostic (2.90e-1)"	"unprognostic (8.12e-2)"	"unprognostic (4.42e-1)"	"unprognostic (9.87e-3)"	"unprognostic (2.57e-2)"	"potential prognostic unfavorable (7.46e-5)"	"unprognostic (1.87e-1)"	"unprognostic (3.32e-3)"	"unprognostic (1.56e-2)"
DYSF	"FER1L1, LGMD2B"	ENSG00000135636	Dysferlin	O75923	2	71453561-71686763	"Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters"			"Disease variant, Limb-girdle muscular dystrophy"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"bone marrow: 51.6;skeletal muscle: 122.5"	"Cell type enhanced"	"Detected in many"		"Endothelial cells: 37.3;Excitatory neurons: 33.6;Lymphatic endothelial cells: 85.1;Oligodendrocytes: 58.4;Oocytes: 35.3;Skeletal myocytes: 38.1;Syncytiotrophoblasts: 65.2"	"Cell type enhanced"	"Detected in all"		"mammillary body: 168.4"	"Cancer enhanced"	"Detected in many"		"Kidney Renal Clear Cell Carcinoma (TCGA): 22.5"	"Low region specificity"	"Detected in all"			"Immune cell enriched"	"Detected in some"	6	"neutrophil: 51.7"	"Lineage enriched"	"Detected in many"	6	"granulocytes: 51.7"	"Low cancer specificity"	"Detected in many"			"Adipose subcutaneous - Endothelial cells, Adipose visceral - Endothelial cells, Adrenal gland - Endothelial cells, Breast - Endothelial cells, Kidney - Endothelial cells, Lung - Neutrophil_2, Minor Salivary Gland - Endothelial cells, Spleen - Neutrophils, Thyroid gland - Endothelial cells"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"CAB002510, HPA017071, HPA021945"	Enhanced		Approved	"Plasma membrane,Centriolar satellite,Mid piece"			Yes	No		2400	"Cluster 21: Neutrophils - Unknown function"	"Cluster 19: Non-specific - Basic cellular processes"	"Cluster 11: White matter - Signal transduction"	"Cluster 72: Neuronal - Signal transduction"	"Cluster 74: Neutrophils - Degranulation"	49	"Plasma membrane, Centriolar satellite, Mid piece"		"CAB002510: AB_442097, HPA017071: AB_1847927, HPA021945: AB_1847928"	"unprognostic (9.90e-2)"	"unprognostic (1.32e-1)"	"unprognostic (1.34e-1)"	"unprognostic (1.21e-2)"	"unprognostic (3.84e-2)"	"unprognostic (2.45e-1)"	"unprognostic (3.29e-1)"	"unprognostic (1.01e-1)"	"unprognostic (3.32e-1)"	"unprognostic (4.09e-1)"	"validated prognostic favorable (2.13e-11)"	"validated prognostic favorable (7.59e-4)"	"unprognostic (3.10e-1)"	"unprognostic (2.80e-1)"	"unprognostic (5.39e-3)"	"unprognostic (7.17e-2)"	"unprognostic (1.45e-2)"	"unprognostic (7.23e-2)"	"unprognostic (5.53e-2)"	"unprognostic (4.52e-2)"	"unprognostic (2.84e-1)"	"unprognostic (2.53e-2)"	"unprognostic (8.42e-2)"	"unprognostic (7.85e-2)"	"unprognostic (3.80e-2)"	"unprognostic (6.45e-2)"	"unprognostic (1.90e-2)"	"unprognostic (4.23e-2)"	"unprognostic (5.27e-2)"	"unprognostic (6.90e-2)"	
ECE1	ECE	ENSG00000117298	"Endothelin converting enzyme 1"	P42892	1	21217247-21345572	"Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins"		"Hydrolase, Metalloprotease, Protease"	"Disease variant, Hirschsprung disease"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in all"		"Adipocytes: 160.9"	"Cell type enhanced"	"Detected in all"		"pericyte: 258.7;vascular associated smooth muscle cell: 277.5"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in many"		"neutrophil: 29.8"	"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Adrenal gland - Adrenal cortex cells, Kidney - Endothelial cells, Lung - Endothelial cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA001490, HPA013616"	Enhanced						NA	NA		770000	"Cluster 37: Monocytes & Neutrophils - Innate immune response"	"Cluster 51: Thyroid gland - Unknown function"	"Cluster 19: Astrocytes - Mixed function"	"Cluster 48: Adipocytes & Endothelial cells - Angiogenesis"	"Cluster 41: Adipocytes & Endothelial cells - Mixed function"	12			"HPA001490: AB_1078718, HPA013616: AB_1847963"	"unprognostic (6.73e-2)"	"unprognostic (4.34e-2)"	"unprognostic (1.00e-2)"	"unprognostic (5.49e-2)"	"unprognostic (1.40e-2)"	"unprognostic (2.86e-1)"	"unprognostic (5.34e-2)"	"unprognostic (1.97e-2)"	"unprognostic (2.51e-1)"	"unprognostic (5.01e-2)"	"unprognostic (2.24e-2)"	"unprognostic (2.10e-2)"	"unprognostic (2.02e-1)"	"unprognostic (5.62e-2)"	"unprognostic (6.76e-2)"	"unprognostic (6.83e-2)"	"potential prognostic unfavorable (2.60e-4)"	"unprognostic (7.12e-2)"	"unprognostic (3.96e-2)"	"unprognostic (1.76e-3)"	"unprognostic (5.16e-2)"	"unprognostic (2.70e-1)"	"unprognostic (1.22e-1)"	"unprognostic (2.63e-1)"	"unprognostic (2.04e-1)"	"unprognostic (5.95e-3)"	"unprognostic (9.35e-2)"	"unprognostic (1.13e-1)"	"unprognostic (2.52e-1)"	"unprognostic (5.66e-2)"	"unprognostic (3.49e-1)"
EEPD1	KIAA1706	ENSG00000122547	"Endonuclease/exonuclease/phosphatase family domain containing 1"	Q7L9B9	7	36153254-36301538	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"skeletal muscle: 45.2"	"Cell type enhanced"	"Detected in many"		"Inhibitory neurons: 84.2;Microglial cells: 42.9;Oligodendrocytes: 163.3"	"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in many"		"eosinophil: 51.9;neutrophil: 46.7"	"Group enriched"	"Detected in many"	6	"granulocytes: 51.9;T-cells: 23.1"	"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA053668			Approved	"Nuclear speckles,Vesicles"			NA	NA			"Cluster 42: Non-specific - Vesicular transport"	"Cluster 19: Non-specific - Basic cellular processes"	"Cluster 11: White matter - Signal transduction"	"Cluster 46: Lymphoma - Humoral immune response"	"Cluster 65: Neurons - Synaptic function"		"Nuclear speckles"	Vesicles	"HPA053668: AB_2682223"	"unprognostic (6.75e-2)"	"unprognostic (6.51e-2)"	"unprognostic (4.59e-2)"	"unprognostic (1.34e-1)"	"unprognostic (1.06e-2)"	"unprognostic (5.25e-3)"	"unprognostic (1.59e-1)"	"potential prognostic favorable (1.23e-5)"	"unprognostic (1.20e-1)"	"potential prognostic unfavorable (8.45e-4)"	"unprognostic (3.06e-1)"	"unprognostic (1.40e-1)"	"unprognostic (8.62e-3)"	"unprognostic (7.85e-2)"	"unprognostic (2.58e-2)"	"unprognostic (2.63e-3)"	"unprognostic (2.25e-2)"	"unprognostic (1.54e-2)"	"unprognostic (4.79e-2)"	"unprognostic (3.18e-1)"	"unprognostic (2.64e-1)"	"unprognostic (7.36e-2)"	"unprognostic (8.03e-2)"	"unprognostic (3.32e-2)"	"unprognostic (1.15e-1)"	"unprognostic (9.75e-3)"	"unprognostic (2.06e-1)"	"unprognostic (7.26e-3)"	"unprognostic (1.70e-1)"	"unprognostic (1.39e-2)"	"unprognostic (1.04e-1)"
EFHD1	FLJ13612	ENSG00000115468	"EF-hand domain family member D1"	Q9BUP0	2	232606057-232682776	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"breast: 168.9;kidney: 153.6"	"Cell type enhanced"	"Detected in many"		"Breast glandular cells: 224.3;Breast myoepithelial cells: 127.0;Distal tubular cells: 347.3;Oligodendrocytes: 161.5;Smooth muscle cells: 134.8;Syncytiotrophoblasts: 300.7"	"Cell type enhanced"	"Detected in all"		"oligodendrocyte: 275.2;pericyte: 271.6;vascular associated smooth muscle cell: 190.6"	"Group enriched"	"Detected in all"	4	"Breast Invasive Carcinoma (TCGA): 314.4;Kidney Chromophobe (TCGA): 235.1"	"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in some"		"neutrophil: 2.2"	"Low lineage specificity"	"Detected in single"			"Cancer enriched"	"Detected in many"	5	"breast cancer: 172.9"	"Breast - Breast glandular cells, Breast - Breast glandular cells, Heart muscle - Smooth muscle cells, Pituitary gland - Fibroblasts"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA049331, HPA056959"	Enhanced		Supported	"Nucleoli fibrillar center,Golgi apparatus"			No	NA		23000	"Cluster 21: Neutrophils - Unknown function"	"Cluster 34: Non-specific - Mixed function"	"Cluster 11: White matter - Signal transduction"	"Cluster 27: Breast cancer - Unknown function"	"Cluster 48: Smooth muscle cells - Signal transduction"	11	"Golgi apparatus"	"Nucleoli fibrillar center"	"HPA049331: AB_2680716, HPA056959: AB_2683288"	"unprognostic (5.17e-2)"	"unprognostic (5.49e-3)"	"unprognostic (7.17e-2)"	"unprognostic (7.30e-3)"	"unprognostic (2.75e-2)"	"unprognostic (9.60e-2)"	"unprognostic (1.55e-1)"	"unprognostic (2.14e-1)"	"unprognostic (7.86e-2)"	"unprognostic (4.20e-3)"	"validated prognostic favorable (5.51e-6)"	"validated prognostic favorable (4.24e-4)"	"unprognostic (3.65e-3)"	"unprognostic (9.24e-2)"	"unprognostic (4.98e-3)"	"unprognostic (1.78e-1)"	"unprognostic (4.69e-3)"	"unprognostic (1.32e-2)"	"unprognostic (1.89e-1)"	"unprognostic (8.77e-2)"	"unprognostic (7.88e-2)"	"unprognostic (8.20e-2)"	"unprognostic (1.19e-1)"	"unprognostic (7.45e-2)"	"unprognostic (1.12e-2)"	"unprognostic (2.83e-2)"	"unprognostic (4.23e-2)"	"unprognostic (1.35e-2)"	"unprognostic (2.26e-1)"	"unprognostic (3.95e-2)"	"unprognostic (1.24e-2)"
