gene_name	gencode_protein_id	gencode_transcript_id	gencode_length	uniprot_id	uniprot_entry_name	uniprot_protein_name	uniprot_length	length_difference	function	subcellular_location	go_bp_count	go_mf_count	keywords_count	domains_count
CEACAM8	ENSP00000472166.1	ENST00000599005.1	51	P31997	CEAM8_HUMAN	Cell adhesion molecule CEACAM8	349	298	Cell surface glycoprotein that plays a role in cell adhesion in a calcium-independent manner (PubMed:11590190, PubMed:2022629, PubMed:8776764). Mediates heterophilic cell adhesion with other carcinoembryonic antigen-related cell adhesion molecules, such as CEACAM6 (PubMed:11590190, PubMed:2022629, PubMed:8776764). Heterophilic interaction with CEACAM8 occurs in activated neutrophils (PubMed:8776764)	Cell membrane; Cell surface	0	0	13	3
DEFA1	ENSP00000372139.2	ENST00000382692.3	94	P59665	DEF1_HUMAN	Neutrophil defensin 1	94	0	Effector molecule of the innate immune system that acts via antibiotic-like properties against a broad array of infectious agents including bacteria, fungi, and viruses or by promoting the activation and maturation of some APCs (PubMed:15616305, PubMed:17142766, PubMed:20220136, PubMed:24236072). Interacts with the essential precursor of cell wall synthesis lipid II to inhibit bacterial cell wall synthesis (PubMed:20214904). Inhibits adenovirus infection via inhibition of viral disassembly at th...	Secreted	0	0	15	0
ZDHHC19	ENSP00000296326.3	ENST00000296326.8	309	Q8WVZ1	ZDH19_HUMAN	Palmitoyltransferase ZDHHC19	309	0	(Microbial infection) Promotes Chikungunya virus (CHIKV) replication by mediating viral nsp1 palmitoylation	Golgi apparatus membrane; Cytoplasm, perinuclear region	0	0	10	1
GNAT2	ENSP00000505083.1	ENST00000679935.1	354	P19087	GNAT2_HUMAN	Guanine nucleotide-binding protein G(t) subunit alpha-2	354	0	Guanine nucleotide-binding proteins (G proteins) are involved as modulators or transducers in various transmembrane signaling systems. Transducin is an amplifier and one of the transducers of a visual impulse that performs the coupling between rhodopsin and cGMP-phosphodiesterase	Cell projection, cilium, photoreceptor outer segment; Photoreceptor inner segment	0	0	14	1
GNAT2	ENSP00000251337.3	ENST00000351050.8	354	P19087	GNAT2_HUMAN	Guanine nucleotide-binding protein G(t) subunit alpha-2	354	0	Guanine nucleotide-binding proteins (G proteins) are involved as modulators or transducers in various transmembrane signaling systems. Transducin is an amplifier and one of the transducers of a visual impulse that performs the coupling between rhodopsin and cGMP-phosphodiesterase	Cell projection, cilium, photoreceptor outer segment; Photoreceptor inner segment	0	0	14	1
GNAT2	ENSP00000482596.1	ENST00000622865.1	123	P19087	GNAT2_HUMAN	Guanine nucleotide-binding protein G(t) subunit alpha-2	354	231	Guanine nucleotide-binding proteins (G proteins) are involved as modulators or transducers in various transmembrane signaling systems. Transducin is an amplifier and one of the transducers of a visual impulse that performs the coupling between rhodopsin and cGMP-phosphodiesterase	Cell projection, cilium, photoreceptor outer segment; Photoreceptor inner segment	0	0	14	1
TSPAN16	ENSP00000480759.1	ENST00000621731.4	160	Q9UKR8	TSN16_HUMAN	Tetraspanin-16	245	85		Membrane	0	0	6	0
TSPAN16	ENSP00000319486.1	ENST00000316737.5	245	Q9UKR8	TSN16_HUMAN	Tetraspanin-16	245	0		Membrane	0	0	6	0
TSPAN16	ENSP00000467341.1	ENST00000590327.6	244	Q9UKR8	TSN16_HUMAN	Tetraspanin-16	245	1		Membrane	0	0	6	0
TSPAN16	ENSP00000466751.1	ENST00000592955.5	219	Q9UKR8	TSN16_HUMAN	Tetraspanin-16	245	26		Membrane	0	0	6	0
UGT1A1	ENSP00000304845.5	ENST00000305208.10	533	P22309	UD11_HUMAN	UDP-glucuronosyltransferase 1A1	533	0	Lacks UGT glucuronidation activity but acts as a negative regulator of isoform 1	Endoplasmic reticulum membrane; Cytoplasm, perinuclear region	0	0	14	0
UGT1A1	ENSP00000353593.3	ENST00000360418.4	444	P22309	UD11_HUMAN	UDP-glucuronosyltransferase 1A1	533	89	Lacks UGT glucuronidation activity but acts as a negative regulator of isoform 1	Endoplasmic reticulum membrane; Cytoplasm, perinuclear region	0	0	14	0
CABYR	ENSP00000486801.1	ENST00000627314.1	395	O75952	CABYR_HUMAN	Calcium-binding tyrosine phosphorylation-regulated protein	493	98	May function as a regulator of both motility- and head-associated functions such as capacitation and the acrosome reaction. Isoform 1 binds calcium in vitro. Isoform 2 and isoform 6 probably bind calcium. Isoform 3 and isoform 5 do not bind calcium in vitro. Isoform 4 probably does not bind calcium	Nucleus; Cytoplasm; Cell projection, cilium, flagellum	0	0	13	1
CABYR	ENSP00000382404.3	ENST00000399481.6	475	O75952	CABYR_HUMAN	Calcium-binding tyrosine phosphorylation-regulated protein	493	18	May function as a regulator of both motility- and head-associated functions such as capacitation and the acrosome reaction. Isoform 1 binds calcium in vitro. Isoform 2 and isoform 6 probably bind calcium. Isoform 3 and isoform 5 do not bind calcium in vitro. Isoform 4 probably does not bind calcium	Nucleus; Cytoplasm; Cell projection, cilium, flagellum	0	0	13	1
CABYR	ENSP00000317095.6	ENST00000327201.10	281	O75952	CABYR_HUMAN	Calcium-binding tyrosine phosphorylation-regulated protein	493	212	May function as a regulator of both motility- and head-associated functions such as capacitation and the acrosome reaction. Isoform 1 binds calcium in vitro. Isoform 2 and isoform 6 probably bind calcium. Isoform 3 and isoform 5 do not bind calcium in vitro. Isoform 4 probably does not bind calcium	Nucleus; Cytoplasm; Cell projection, cilium, flagellum	0	0	13	1
CABYR	ENSP00000432870.1	ENST00000463087.5	493	O75952	CABYR_HUMAN	Calcium-binding tyrosine phosphorylation-regulated protein	493	0	May function as a regulator of both motility- and head-associated functions such as capacitation and the acrosome reaction. Isoform 1 binds calcium in vitro. Isoform 2 and isoform 6 probably bind calcium. Isoform 3 and isoform 5 do not bind calcium in vitro. Isoform 4 probably does not bind calcium	Nucleus; Cytoplasm; Cell projection, cilium, flagellum	0	0	13	1
CABYR	ENSP00000463737.1	ENST00000585037.5	46	O75952	CABYR_HUMAN	Calcium-binding tyrosine phosphorylation-regulated protein	493	447	May function as a regulator of both motility- and head-associated functions such as capacitation and the acrosome reaction. Isoform 1 binds calcium in vitro. Isoform 2 and isoform 6 probably bind calcium. Isoform 3 and isoform 5 do not bind calcium in vitro. Isoform 4 probably does not bind calcium	Nucleus; Cytoplasm; Cell projection, cilium, flagellum	0	0	13	1
CABYR	ENSP00000382419.3	ENST00000399496.8	379	O75952	CABYR_HUMAN	Calcium-binding tyrosine phosphorylation-regulated protein	493	114	May function as a regulator of both motility- and head-associated functions such as capacitation and the acrosome reaction. Isoform 1 binds calcium in vitro. Isoform 2 and isoform 6 probably bind calcium. Isoform 3 and isoform 5 do not bind calcium in vitro. Isoform 4 probably does not bind calcium	Nucleus; Cytoplasm; Cell projection, cilium, flagellum	0	0	13	1
CABYR	ENSP00000431142.3	ENST00000486759.6	493	O75952	CABYR_HUMAN	Calcium-binding tyrosine phosphorylation-regulated protein	493	0	May function as a regulator of both motility- and head-associated functions such as capacitation and the acrosome reaction. Isoform 1 binds calcium in vitro. Isoform 2 and isoform 6 probably bind calcium. Isoform 3 and isoform 5 do not bind calcium in vitro. Isoform 4 probably does not bind calcium	Nucleus; Cytoplasm; Cell projection, cilium, flagellum	0	0	13	1
CABYR	ENSP00000463781.1	ENST00000577705.1	36	O75952	CABYR_HUMAN	Calcium-binding tyrosine phosphorylation-regulated protein	493	457	May function as a regulator of both motility- and head-associated functions such as capacitation and the acrosome reaction. Isoform 1 binds calcium in vitro. Isoform 2 and isoform 6 probably bind calcium. Isoform 3 and isoform 5 do not bind calcium in vitro. Isoform 4 probably does not bind calcium	Nucleus; Cytoplasm; Cell projection, cilium, flagellum	0	0	13	1
CABYR	ENSP00000399973.2	ENST00000415309.6	221	O75952	CABYR_HUMAN	Calcium-binding tyrosine phosphorylation-regulated protein	493	272	May function as a regulator of both motility- and head-associated functions such as capacitation and the acrosome reaction. Isoform 1 binds calcium in vitro. Isoform 2 and isoform 6 probably bind calcium. Isoform 3 and isoform 5 do not bind calcium in vitro. Isoform 4 probably does not bind calcium	Nucleus; Cytoplasm; Cell projection, cilium, flagellum	0	0	13	1
CABYR	ENSP00000483621.1	ENST00000621648.4	493	O75952	CABYR_HUMAN	Calcium-binding tyrosine phosphorylation-regulated protein	493	0	May function as a regulator of both motility- and head-associated functions such as capacitation and the acrosome reaction. Isoform 1 binds calcium in vitro. Isoform 2 and isoform 6 probably bind calcium. Isoform 3 and isoform 5 do not bind calcium in vitro. Isoform 4 probably does not bind calcium	Nucleus; Cytoplasm; Cell projection, cilium, flagellum	0	0	13	1
CABYR	ENSP00000462811.2	ENST00000581397.5	196	O75952	CABYR_HUMAN	Calcium-binding tyrosine phosphorylation-regulated protein	493	297	May function as a regulator of both motility- and head-associated functions such as capacitation and the acrosome reaction. Isoform 1 binds calcium in vitro. Isoform 2 and isoform 6 probably bind calcium. Isoform 3 and isoform 5 do not bind calcium in vitro. Isoform 4 probably does not bind calcium	Nucleus; Cytoplasm; Cell projection, cilium, flagellum	0	0	13	1
CABYR	ENSP00000382421.1	ENST00000399499.5	379	O75952	CABYR_HUMAN	Calcium-binding tyrosine phosphorylation-regulated protein	493	114	May function as a regulator of both motility- and head-associated functions such as capacitation and the acrosome reaction. Isoform 1 binds calcium in vitro. Isoform 2 and isoform 6 probably bind calcium. Isoform 3 and isoform 5 do not bind calcium in vitro. Isoform 4 probably does not bind calcium	Nucleus; Cytoplasm; Cell projection, cilium, flagellum	0	0	13	1
CABYR	ENSP00000462748.1	ENST00000579102.1	84	O75952	CABYR_HUMAN	Calcium-binding tyrosine phosphorylation-regulated protein	493	409	May function as a regulator of both motility- and head-associated functions such as capacitation and the acrosome reaction. Isoform 1 binds calcium in vitro. Isoform 2 and isoform 6 probably bind calcium. Isoform 3 and isoform 5 do not bind calcium in vitro. Isoform 4 probably does not bind calcium	Nucleus; Cytoplasm; Cell projection, cilium, flagellum	0	0	13	1
CABYR	ENSP00000462947.1	ENST00000582229.1	293	O75952	CABYR_HUMAN	Calcium-binding tyrosine phosphorylation-regulated protein	493	200	May function as a regulator of both motility- and head-associated functions such as capacitation and the acrosome reaction. Isoform 1 binds calcium in vitro. Isoform 2 and isoform 6 probably bind calcium. Isoform 3 and isoform 5 do not bind calcium in vitro. Isoform 4 probably does not bind calcium	Nucleus; Cytoplasm; Cell projection, cilium, flagellum	0	0	13	1
DPEP3	ENSP00000268793.5	ENST00000268793.6	488	Q9H4B8	DPEP3_HUMAN	Dipeptidase 3	488	0	Lacks dipeptidase activity and is unable to hydrolyze cystinyl-bis-glycine, leukotriene D4 and the beta-lactam antibiotic imipenem (PubMed:32325220). The absence of activity may be due to the inability of asparagine (instead of aspartate found in DPEP1/2) at position 359 to function as the acid/base catalyst and activate the nucleophilic water/hydroxide (PubMed:32325220). A tyrosine (instead of histidine) at position 269 reduces affinity for the beta zinc and may cause substrate steric hindrance...	Membrane	0	0	9	0
DPEP3	ENSP00000500237.1	ENST00000672962.1	513	Q9H4B8	DPEP3_HUMAN	Dipeptidase 3	488	25	Lacks dipeptidase activity and is unable to hydrolyze cystinyl-bis-glycine, leukotriene D4 and the beta-lactam antibiotic imipenem (PubMed:32325220). The absence of activity may be due to the inability of asparagine (instead of aspartate found in DPEP1/2) at position 359 to function as the acid/base catalyst and activate the nucleophilic water/hydroxide (PubMed:32325220). A tyrosine (instead of histidine) at position 269 reduces affinity for the beta zinc and may cause substrate steric hindrance...	Membrane	0	0	9	0
LRG1	ENSP00000302621.4	ENST00000306390.7	347	P02750	A2GL_HUMAN	Leucine-rich alpha-2-glycoprotein	347	0		Secreted	0	0	10	1
SIRPD	ENSP00000410072.1	ENST00000429387.5	80	H0Y747	H0Y747_HUMAN		80	0			0	0	2	0
SIRPD	ENSP00000371034.1	ENST00000381621.5	198	Q5TFQ5	Q5TFQ5_HUMAN		198	0			0	0	6	1
SIRPD	ENSP00000371036.3	ENST00000381623.4	197	Q9H106	SIRPD_HUMAN	Signal-regulatory protein delta	197	0		Secreted	0	0	7	1
GHRL	ENSP00000335074.8	ENST00000335542.13	117	Q9UBU3	GHRL_HUMAN	Appetite-regulating hormone	117	0	May be the ligand for GPR39. May have an appetite-reducing effect resulting in decreased food intake. May reduce gastric emptying activity and jejunal motility (By similarity)	Secreted	0	0	10	0
GHRL	ENSP00000399922.1	ENST00000430179.5	116	Q9UBU3	GHRL_HUMAN	Appetite-regulating hormone	117	1	May be the ligand for GPR39. May have an appetite-reducing effect resulting in decreased food intake. May reduce gastric emptying activity and jejunal motility (By similarity)	Secreted	0	0	10	0
GHRL	ENSP00000405464.1	ENST00000422159.5	91	Q9UBU3	GHRL_HUMAN	Appetite-regulating hormone	117	26	May be the ligand for GPR39. May have an appetite-reducing effect resulting in decreased food intake. May reduce gastric emptying activity and jejunal motility (By similarity)	Secreted	0	0	10	0
GHRL	ENSP00000287656.7	ENST00000287656.11	116	Q9UBU3	GHRL_HUMAN	Appetite-regulating hormone	117	1	May be the ligand for GPR39. May have an appetite-reducing effect resulting in decreased food intake. May reduce gastric emptying activity and jejunal motility (By similarity)	Secreted	0	0	10	0
GHRL	ENSP00000416768.2	ENST00000437422.6	105	Q9UBU3	GHRL_HUMAN	Appetite-regulating hormone	117	12	May be the ligand for GPR39. May have an appetite-reducing effect resulting in decreased food intake. May reduce gastric emptying activity and jejunal motility (By similarity)	Secreted	0	0	10	0
GHRL	ENSP00000403725.2	ENST00000439975.6	66	I6N821	I6N821_HUMAN	Appetite-regulating hormone	57	9	Obestatin may be the ligand for GPR39. May have an appetite-reducing effect resulting in decreased food intake. May reduce gastric emptying activity and jejunal motility	Secreted	0	0	4	1
GHRL	ENSP00000394923.2	ENST00000446937.2	40	A0A0R5QLN9	A0A0R5QLN9_HUMAN	Appetite-regulating hormone	34	6	Ghrelin is the ligand for growth hormone secretagogue receptor type 1 (GHSR). Induces the release of growth hormone from the pituitary. Has an appetite-stimulating effect, induces adiposity and stimulates gastric acid secretion. Involved in growth regulation	Secreted	0	0	5	2
GHRL	ENSP00000388145.2	ENST00000449238.6	104	Q9UBU3	GHRL_HUMAN	Appetite-regulating hormone	117	13	May be the ligand for GPR39. May have an appetite-reducing effect resulting in decreased food intake. May reduce gastric emptying activity and jejunal motility (By similarity)	Secreted	0	0	10	0
GHRL	ENSP00000391406.1	ENST00000457360.5	117	Q9UBU3	GHRL_HUMAN	Appetite-regulating hormone	117	0	May be the ligand for GPR39. May have an appetite-reducing effect resulting in decreased food intake. May reduce gastric emptying activity and jejunal motility (By similarity)	Secreted	0	0	10	0
